STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N18800,A18800,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N20950,A20950,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
SD,9,2150,190,1900,40,2030,80,1970,360,6110,2070,0,0,0,0,0,0,830,1462025,2150,1500183,1830,607576,2000,28997,1670,53347,1600,43402,260,1522,660,40068,1760,213322,400,14889,380,15285,290,0,0,490,13363,1550,429753,1400,38158,30,8,190,7417,740,10183,70,733,0,0,0,0,580,12072,1550,96032,10,757,400,10406,1140,4759,1480,18791,1550,34339,200,196,1000,15120,30,215,270,111,0,0,350,3064,1500,46662,210,5807,150,6839,2150,1358733,2150,386248,550,5469,0,0,1300,5735,1030,2134,150,80,0,0,0,0,0,0,50,190,790,8138,0,0,0,0,0,0,2100,378516,0,0,0,0,0,0,0,0,0,0,2150,380513,2150,402489,1200,3572,1930,9766,1100,67562,1040,43073,490,15634,670,27439
SD,10,940,90,830,10,890,50,900,90,2660,890,0,0,0,0,0,0,400,2792704,940,2849177,810,529170,930,83714,800,126713,770,101338,220,7717,310,13430,870,672040,160,7031,180,7084,120,0,0,220,6198,820,1196903,710,56473,0,0,50,2274,420,5979,30,271,0,0,0,0,340,44168,670,384200,0,0,300,43258,370,3675,650,17199,670,64496,80,112,360,6671,10,199,100,43,0,0,290,13758,660,325796,100,21741,130,6734,940,2405758,940,775816,120,6707,0,0,670,18286,560,4747,50,29,0,0,0,0,0,0,0,0,360,3835,0,0,0,0,0,0,930,823774,0,0,0,0,0,0,0,0,0,0,940,757530,940,791672,510,3940,860,24836,430,90777,510,122733,150,21585,410,101148
TN,0,3035970,1371750,1134600,461750,2719970,158670,1469340,2055830,5871940,1893880,63950,39550,3640,20760,10080,485230,714840,183899122,3025880,186819868,2528700,131331777,737600,1345117,418460,3264510,386300,2482169,36240,80301,554750,9474389,384010,11264080,268310,4624299,568470,12820750,65250,44710,162914,418300,5887339,122880,7220232,762250,2920746,64410,16658,19550,497752,82040,539031,40600,198230,231290,248596,15300,39543,7850,159764,614950,15186438,162520,1584205,64100,710381,459020,1180452,522480,1626151,601210,3605351,104360,57290,450270,3639918,8760,44074,20560,16809,40130,60288,17590,186837,508300,4582933,169570,1657847,14970,313743,2313120,131564416,2308920,25689331,32250,170484,55840,63718,890870,1104280,118440,149012,126860,70882,162610,175582,217870,37832,467280,561146,22780,13997,433300,1593824,118840,841093,130220,910156,83660,66141,2892700,31548758,633590,1600498,547640,1373234,417950,555087,150900,136382,42710,33667,2077530,24585104,2278650,26811892,59940,143836,61700,294776,558610,3128568,2402460,7804953,2357600,6785334,56650,1019621
TN,1,38150,21250,14260,1380,27830,5870,24620,10450,59180,8500,530,360,20,160,10,1330,18800,-3036246,28060,-2997796,7810,286681,11480,49943,6570,56268,5960,41025,240,3289,15630,-235015,9350,186551,2980,36316,4950,61725,4600,110,463,80,324,5740,-777112,8220,38450,130,32,70,1018,2250,11584,180,941,1300,1505,960,3478,60,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,1289,80,953,1060,329,140,146,10,0,0,0,30,15,10,10,70,43,0,0,5000,14287,6190,55616,6490,55465,40,29,17720,105375,3150,3204,1830,1928,1130,1777,1590,1499,3420,3132,1060,1143,6740,19015,220,676,30,224,4180,7464,15900,94763,14900,72384,1270,22379
TN,2,428370,340590,37940,44240,371330,27070,179550,268670,417620,99150,12690,8450,320,3930,3700,58540,73520,2287336,428370,2349634,332250,1826029,48270,22909,26600,32457,24140,21433,450,305,69260,249687,23380,18539,16880,69352,38400,183639,4210,2740,8460,1190,5312,3760,-6883,66600,62298,430,95,100,550,4760,14415,680,2064,5630,4806,3150,9917,140,133,10440,164174,7740,74837,670,1236,7050,7416,6910,15461,9540,25045,1670,705,5320,33694,90,495,160,113,710,1172,180,220,6390,11071,4020,14320,210,1960,46460,80963,47210,9554,20,66,3790,1428,2580,310,1630,56,0,0,480,125,120,26,180,67,50,10,57620,46958,18750,146768,19660,149190,280,152,376750,384581,146260,179975,129280,154979,47720,32282,15860,14163,9050,5255,46340,9243,105620,58167,30,20,20,95,37090,19222,356250,345675,354780,342632,1910,3043
TN,3,707660,401410,108530,183100,639480,33310,332900,546390,1229400,452640,21430,13740,660,7030,4100,168300,141180,12127143,707660,12311898,568110,9521851,85770,57985,39000,76847,34950,49709,1250,830,140950,1040851,33540,59444,40420,295333,102760,1088452,8110,12720,44720,52140,96552,7330,18542,145440,184755,2830,664,280,1834,9470,30639,3110,9751,25720,21762,1700,4871,210,262,37410,586653,24130,215995,2120,3048,27200,33318,24270,47901,34850,89703,6400,4218,18300,103683,400,2074,530,479,2370,3555,380,479,26170,85833,12140,75384,800,6873,435640,2753664,434900,293459,80,124,15750,5739,127610,41657,4060,187,8280,2670,32160,18321,52190,8349,36970,11541,1130,401,112840,193767,45850,315065,47160,319149,26540,14893,670050,2227809,291980,1010461,260760,881167,211650,294621,39060,35364,17510,12063,355130,251803,449940,464808,60,139,20,42,65340,76253,626600,1835805,623790,1828052,3920,7753
TN,4,771070,371440,210270,162700,698080,35510,347450,584430,1478610,500400,19150,12300,1140,5710,2250,152510,157590,27871618,771070,28189031,675550,23313633,129720,89615,61210,143072,55490,96926,3690,2473,104790,843990,53260,150140,52570,534613,131690,2137594,12080,12850,45344,122830,821893,12660,87581,165220,317413,14640,3548,790,6647,13560,58043,9090,33661,72020,73848,1500,3867,480,1066,104700,1726656,46880,405955,7020,12750,75450,122442,73390,138817,99230,292405,20800,13776,62930,353267,1330,5792,2020,2268,10070,14626,790,1428,78100,334192,37050,295660,1990,14987,742910,14363254,739590,1767575,100,204,22620,17751,308020,258593,12300,812,34430,19720,49310,52032,126540,23310,173770,158678,4850,2772,72570,184578,38070,248952,40080,267196,36470,23967,753030,3338416,188720,405634,153460,334282,137850,199236,34120,30375,10470,10126,609340,1508984,643330,1729113,110,110,20,92,110450,193556,657220,1794701,652430,1778746,6610,15955
TN,5,410500,140580,212970,45230,369510,20000,202970,281270,894830,271570,6450,3260,760,2430,20,57420,110840,25167711,410500,25463605,355900,19761927,118210,93865,59790,186989,54680,130054,5190,4055,67280,760672,52630,232311,44500,601322,98710,2251676,10790,7080,26207,88720,1357029,12640,130969,120260,295894,13770,3501,1020,10260,10220,55331,8260,36278,53560,60113,2040,4581,560,1665,109990,1978390,34980,327081,8970,22483,80660,155680,90400,184329,107190,378727,19910,11262,79560,491497,1500,6215,2690,2966,12840,19144,1010,1796,85940,425841,34940,301824,2030,17172,408700,16412409,407670,2288812,370,686,7960,17288,166180,235915,15440,1610,22590,12402,29380,37033,39020,6137,111660,171853,4850,3107,50310,154991,8200,62801,11130,81330,11850,11260,403370,2881572,3490,1224,2310,878,17370,23515,19960,18052,1960,2655,389940,2052897,395850,2234953,110,188,40,86,94440,241911,315090,881753,309790,862913,6900,18841
TN,6,251430,48590,185390,13520,226650,12300,129280,163390,623530,186770,2250,900,410,940,0,26080,75710,21766465,251430,22021030,217900,16527336,96750,90662,52840,201210,48530,143671,5130,4475,47890,712286,47010,290037,35740,645738,71540,2043270,8500,4180,16039,60110,1238469,12010,169398,82380,254565,12150,3350,1280,14933,8030,50553,5970,29996,33480,39416,780,1854,540,2035,88500,1787111,22040,221344,8040,27274,66970,153307,78940,182721,87490,375322,15380,7389,69640,489355,1300,5570,2800,2584,10920,18765,1130,2363,73970,432151,24490,217001,1700,18989,250970,15518374,250400,2267413,670,1133,2650,9757,106210,178800,15080,2176,20710,12115,22290,28759,0,0,77310,128861,3650,2140,37090,139986,1570,10505,3330,22246,4310,5562,248060,2635647,0,0,0,0,1780,2775,15330,13796,290,405,248470,2088664,249380,2251177,100,117,50,114,67570,225390,183360,604687,178520,583571,6230,21116
TN,7,320790,37400,270910,9320,288700,17880,173710,169460,861080,269450,1390,530,320,550,0,19430,100440,42926910,320790,43540070,280250,31641001,164450,210543,105560,609102,98550,451777,12630,14382,73120,1862338,97040,1096226,55110,1486054,94990,3657130,11760,4440,18819,72040,1776812,30350,810772,124380,613160,18030,4854,5120,85867,16230,124163,10490,58497,39580,47146,5180,10975,1720,9174,176440,4185155,23680,269606,20220,104899,135660,403196,165290,499850,175570,1029311,29640,13943,146400,1264962,2610,11224,7200,5553,3220,3026,4150,12485,156090,1150439,40070,380126,3630,52513,320500,33468497,320060,5761112,4040,10349,1680,9444,134820,173984,35640,10255,31970,18877,28960,39297,0,0,67280,90074,6090,3481,59690,341160,220,1386,1980,12815,3300,6769,317180,6161209,0,0,0,0,460,881,24970,23133,20,31,319400,5587129,319850,5977970,2430,1425,960,947,122910,663478,197150,837100,186340,755850,13630,81250
TN,8,86910,8510,75920,1860,78920,5450,60180,28110,246900,84100,60,20,10,20,0,1560,29130,24933652,86910,25564432,73880,15990218,63510,194413,50250,682557,47880,532046,5260,10220,27610,2232848,50360,1596618,16620,764626,21840,1198785,3880,560,2664,17390,478160,25070,1914514,36870,630780,2290,577,7300,216084,12000,125447,2150,20030,0,0,0,0,2140,23329,70940,2507142,2920,63045,11380,120230,55450,235859,67520,346443,70830,711588,9170,4809,56910,689400,1190,7711,4100,2253,0,0,5510,28153,65750,824199,13610,165760,2490,66907,86860,21411110,86830,4918572,22600,80683,290,1750,32760,49097,23390,29080,7810,4421,0,0,0,0,30,29,1830,1388,27900,307238,0,0,350,2492,730,2846,85700,5002742,0,0,0,0,0,0,0,0,0,0,86780,4869474,86860,5280458,40100,32755,42110,46074,45510,724479,41070,437160,32340,279839,10320,157322
TN,9,14290,1320,12550,280,13180,870,12370,2610,41640,14800,0,0,0,0,0,60,4950,9635981,14290,9900792,11660,5277775,12870,112670,10790,352842,10430,276611,1160,7127,5540,924075,11320,1099425,2410,136226,2420,134786,810,40,198,2500,72969,8190,1528406,8410,264811,120,30,2480,106372,3520,42882,460,4739,0,0,0,0,960,22033,11460,723930,130,5444,3110,69046,8140,46315,10950,106206,11450,223767,1020,764,8300,150148,230,2767,790,437,0,0,2350,22552,10980,348005,2160,59082,950,33323,14290,8879144,14290,2571424,3290,36146,20,135,7860,38417,6660,23822,850,516,0,0,0,0,0,0,250,372,6770,107799,0,0,20,151,100,493,14110,2562582,0,0,0,0,0,0,0,0,0,0,14280,2533007,14290,2737296,11480,38666,12260,52204,8050,391470,6150,211911,3260,82541,3300,129370
TN,10,6800,690,5890,120,6290,410,6330,1070,19160,6490,0,0,0,0,0,10,2680,20218552,6800,20477172,5400,7185326,6580,422512,5840,923166,5700,738917,1260,33145,2690,1082657,6140,6534789,1080,54719,1160,63693,520,0,0,1310,39819,5140,3344045,4490,258620,30,7,1120,54187,2010,25974,210,2273,0,0,0,0,1040,99422,5060,1527227,20,898,2600,349415,2440,22919,4820,104423,5060,479483,370,424,2910,63912,110,2226,270,156,0,0,2100,117361,4930,971202,1100,148690,1180,101019,6790,18677001,6790,5810121,1030,40140,20,97,4700,127361,4240,81014,230,161,0,0,0,0,0,0,100,326,3510,103060,0,0,20,122,30,170,6730,6248825,0,0,0,0,0,0,0,0,0,0,6790,5682760,6800,6058935,5300,69740,6200,194898,3080,585345,3680,761398,1440,198806,2560,562592
TX,0,12520960,5632540,4611400,2085800,10858580,942620,6082210,8294710,25658960,9298990,269860,161830,12070,95970,50440,2384070,2507520,886241326,12475340,897409528,10576940,625941141,2696600,8619184,1742630,20903490,1612690,16443416,96760,273937,2617920,30840891,1657150,77864184,942360,20148066,1899780,46687548,242230,381580,1919450,1284330,18933851,663630,51805286,3286410,11168202,341610,89868,63200,1678106,281510,2062052,160630,819217,893490,936514,84390,196122,41030,1146102,3273540,95703530,696280,7209058,159980,1947077,2605670,5760992,2568320,19040150,3108900,27483671,669110,494146,2206520,17438240,47200,272121,96430,89564,195160,290795,111310,1543515,2456570,22139014,1084700,13545556,256320,8433000,9436570,658814349,9436810,139349570,281100,1416208,252680,237405,3910450,5932518,557830,1466312,573670,345267,776310,782480,729680,127090,2072250,2488757,129610,166332,1887510,5746902,489600,2553024,549030,2827308,560130,511740,11916940,169674274,2707110,7328229,2335620,6159537,2004480,2800691,759490,655812,198160,128443,8330420,133417081,9383560,143347721,335920,697424,362060,2415667,2324300,15788868,9893720,41068881,9681050,32849114,263820,8219764
TX,1,170880,98650,59720,7580,115120,30630,103440,44390,269160,48560,2070,1350,40,680,30,7450,76400,-27658692,125270,-27482762,39470,1770104,50550,580453,31860,562549,28740,398574,650,6086,70400,-1744073,44640,1857265,11670,204452,16370,254238,19050,1390,8236,250,1911,33060,-7250951,35570,175930,800,196,320,7041,8740,50263,1050,5868,6330,7344,5130,17781,500,25916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240,26187,500,24459,3480,1128,810,1519,60,13,0,0,150,104,80,70,420,329,0,0,20000,57364,19120,131982,20420,129149,270,224,79710,793090,13870,18446,9100,12938,7630,12022,9550,8895,12670,11522,3700,24668,27590,96336,1720,3282,690,10455,15580,33677,72910,730272,67300,465045,6960,265227
TX,2,1665950,1343750,141840,164600,1384450,151690,706960,979310,1625840,397950,60560,38740,980,20850,16130,217970,257420,8784788,1665940,9039386,1268410,7233353,152880,80464,91380,129555,82200,83708,1350,1087,337090,1123485,81940,73408,50440,216953,108390,517221,12410,17960,55006,3080,12560,17780,-92233,311780,254598,2990,672,430,1855,15100,47069,2700,9148,22910,19266,15230,44074,570,547,53450,936063,32970,326310,1390,3654,36000,30216,31520,149050,44860,191471,9070,6273,22330,140321,580,3078,690,571,3240,5351,1060,2203,28280,44739,20820,106623,5460,103659,174320,304142,178010,36199,90,600,12260,4338,9920,1477,5200,187,50,19,2530,650,490,88,1050,398,210,56,272940,217071,62700,341783,66880,346111,1260,711,1439630,1515702,557580,694527,473010,590106,182880,134522,77900,66203,39200,19946,173620,34723,452430,258564,150,139,210,1752,188780,97883,1337220,1354688,1330630,1332401,8020,22287
TX,3,2870670,1568150,449700,817640,2516010,207620,1413420,2182920,5397870,2242890,92130,60200,2330,29600,21730,775850,450750,49184445,2870670,50005095,2327510,39559938,240250,185684,123970,295559,111250,189457,3500,2880,715750,5304389,113430,238628,110420,859809,283870,2990980,23970,90810,393567,133480,247503,33920,2321,694510,820650,18370,4372,1090,7064,29570,94703,11800,39490,92650,76276,9370,22814,900,1242,181530,3070374,84080,780932,5220,9776,127570,125764,91060,386268,154110,558584,33480,26321,67460,392126,1970,10323,1850,2330,10160,15833,2170,4102,103350,291859,77050,660420,17660,314276,1656610,10360922,1664880,1109365,430,1181,73170,22988,544330,188403,14620,1078,33110,10921,166740,91160,188700,31228,162570,50015,6130,2835,567340,1005298,200020,1009353,207580,1027780,148080,89919,2730470,9844824,1290810,4740240,1164580,4044672,1009420,1457568,204090,171609,92020,48234,1307270,920964,1813020,2031659,310,282,270,1575,277000,357047,2541850,8155763,2530770,8118532,14470,37231
TX,4,3003600,1422630,814000,702560,2644780,204140,1393410,2255780,6210660,2408220,79140,49850,3630,25660,12350,741040,496990,108854135,3003600,110048368,2669860,93864278,377100,313842,199800,571395,180820,384797,8680,6937,489170,3448952,182840,552636,158450,1723186,396920,6658757,36210,108090,569393,330930,2169679,59060,262551,668890,1194233,77930,19088,2640,21634,40140,176636,32840,124835,265290,266337,8990,20368,1900,3482,540420,10177780,180330,1617949,17710,35456,398440,530375,297550,1251905,483420,1949125,118470,96177,248270,1366238,6570,32670,6760,9334,43160,64371,4290,7677,345500,1229112,257540,2916677,44590,849028,2830400,52796015,2823410,6503680,480,1646,105650,71352,1291590,1132872,45340,6494,151640,92419,241940,233308,429590,78222,769500,687489,27760,24597,308550,807880,163790,852205,176830,932769,236890,174225,2930200,13462678,829480,1869437,679250,1508124,681030,1025466,182830,153829,46220,38997,2204660,5370819,2400850,6388750,660,692,380,2478,418040,792568,2571820,7820511,2553400,7745688,24550,74822
TX,5,1639210,646320,726160,230080,1431240,115130,784330,1130850,3635600,1271410,23150,9420,2330,11400,190,321120,365720,100443503,1639210,101483319,1451650,82546523,370610,353041,212180,765109,194240,529197,12040,10586,279730,2447820,195320,832537,148870,2195191,321110,7569860,33110,64350,344563,256880,3774616,61160,540407,472720,1039816,72790,18549,3360,34463,32080,180472,29620,130202,209330,228191,12780,26350,2330,5849,555510,11742366,149810,1445508,22420,57874,426380,679097,398010,1826447,521920,2698863,126600,96086,346720,2013523,7960,38431,10590,12850,61600,92777,5900,11761,387130,1588846,229370,2737027,41840,958440,1620130,63634089,1615990,8992598,3820,4844,35660,58756,685040,1041416,60320,13121,88670,53104,134660,160424,110820,17482,479860,743909,27010,33893,181950,534700,35690,183544,49050,259410,97340,101455,1607760,11866111,15360,5579,9680,3697,103730,141832,98190,86500,6980,8325,1512330,7951184,1547760,8643916,710,750,500,2466,341710,914306,1292480,4097662,1272280,4003761,26280,93901
TX,6,1010290,262870,646750,85050,883370,69460,492470,659870,2496490,839740,7540,1440,1400,4700,0,157530,263910,87547924,1010290,88405394,890860,69296659,326440,355589,199390,852746,183450,606444,12820,12571,198130,2210747,184590,1083728,128710,2539704,246600,7148635,29800,39350,208436,190670,3723268,60040,728004,304710,857470,51310,14789,3930,48177,26840,171376,22110,115111,118510,133093,4100,8557,2550,8003,450670,10507109,101770,1059959,21380,74988,357350,663794,370890,1962026,434060,2805311,101620,74590,327840,2141037,6660,31948,11620,13062,58320,95441,6990,15155,336080,1583717,156090,1816621,32130,840481,1003570,60919051,1001120,9179995,9060,14534,12280,34579,443480,783938,61670,18314,78610,49613,92560,113881,0,0,325530,552863,19770,29391,133090,448266,6930,28992,15590,73865,39270,54426,995060,11034444,0,0,0,0,14890,21946,66650,58701,960,1212,986260,8396058,992960,8969763,1000,822,610,2104,250220,862800,757370,2902663,738330,2792287,24430,110376
TX,7,1529680,225290,1227160,63610,1337970,110680,767140,850100,4192880,1436320,4990,790,1300,2890,0,149200,409320,208228239,1529680,210426684,1372600,162188932,705470,1010705,487420,2884311,454030,2144653,32130,41584,348020,6153209,456260,4557111,230000,6953645,395430,14525782,55350,48540,272061,269500,6303495,168460,3819411,560220,2198445,100500,27928,16200,267729,58930,468582,45980,256348,178470,206007,28790,56178,8820,40294,964840,25995434,128020,1520589,48850,273271,804000,1914754,878500,6105064,946620,8487375,204580,137762,784400,6240891,14230,71206,34380,31905,18670,17022,26300,72301,786260,4585885,251100,2761543,65930,2039883,1522890,158943023,1520640,27826855,41620,98370,8550,35994,663050,952925,169540,101063,162180,103380,137750,182953,0,0,333110,453584,35520,52721,243480,1090377,1360,5165,10600,48034,30180,62159,1511500,30524824,0,0,0,0,4900,7335,120280,110075,100,207,1514980,26873935,1519240,28243722,15120,6098,7170,14469,521540,2819886,1004020,5052664,955530,4591662,61860,461001
TX,8,504160,51600,437240,11880,437660,41970,313230,172950,1464600,523330,290,40,60,200,0,13600,143610,144510132,504160,146568116,450600,100934023,357070,1155467,295410,3836501,280470,2983062,16900,40461,137840,6697800,292160,8210065,84610,4265281,110870,5788030,22960,10280,62709,78810,2105981,147600,10314810,173020,2057984,15880,4014,22050,617771,45880,518400,10620,98374,0,0,0,0,11190,111270,425850,16742950,18230,391803,28420,342746,371930,1262799,404510,4555530,423370,6233641,66860,43813,341210,3833643,7100,48611,23270,15048,0,0,34880,170608,375460,3705119,74110,975098,31420,1409330,502390,122173018,502180,28391307,195730,715717,1420,7123,195800,415916,136200,303617,52590,31308,0,0,0,0,210,170,11310,16833,114950,884043,0,0,1820,8783,5760,22466,497590,28813949,0,0,0,0,0,0,0,0,0,0,501440,27975398,503260,29465265,228060,175454,241350,269850,249150,3703274,252630,3002051,205870,1962943,56200,1039108
TX,9,82560,8330,71540,1850,70850,7310,67770,13500,241750,87700,0,0,0,0,0,280,26740,55736888,82560,56738150,70330,30320648,73910,740455,63510,2245095,61000,1758457,4070,24588,26420,2618408,66160,6470518,12800,778665,13570,796559,5430,680,4477,13040,370584,48390,10020347,39450,1001262,860,216,8320,374103,14720,208107,2540,25576,0,0,0,0,5470,123659,67860,4880474,880,46909,7450,210106,58470,265898,64750,1365151,67450,1862309,6280,6930,48880,853423,1360,18552,5100,3061,0,0,15100,169119,62790,1601109,11680,379692,8630,634870,82380,50756960,82440,14740820,23040,261059,170,898,46420,392060,38440,318507,5450,3541,0,0,0,0,0,0,1400,3198,27610,334811,0,0,210,1097,730,4161,81520,14669268,0,0,0,0,0,0,0,0,0,0,82310,14348760,82510,15241762,58490,181960,70770,340095,43960,2207823,38020,1605085,18770,608240,21870,996844
TX,10,43970,4950,37320,940,37120,3990,40040,5060,124110,42870,0,0,0,0,0,40,16670,150609964,43970,152177778,35650,38226683,42320,3843484,37700,8760670,36500,7365067,4630,127157,15370,2580154,39820,53988288,6380,411180,6660,437486,3950,150,1002,7680,224254,34160,33460619,25520,1567814,180,44,4870,298269,9510,146444,1370,14265,0,0,0,0,6810,825840,33410,11650980,200,19099,7160,939206,25530,288295,31530,1438709,33090,2696992,2150,6194,19430,457038,780,17302,2180,1403,0,0,14620,1090589,31750,7508628,6940,1191855,8660,1283033,43880,138927129,43910,42542564,6350,293798,40,249,30010,1021992,26460,703918,1370,962,0,0,0,0,0,0,510,2808,17610,367092,0,0,50,310,340,1994,43500,47149384,0,0,0,0,0,0,0,0,0,0,43850,41520572,43950,44007984,29700,327945,40110,1770423,18330,3999604,25390,6347522,8180,1228555,19190,5118967
UT,0,1325780,575350,599240,128270,1188740,78690,638590,845500,2930250,1110510,23290,15920,540,6820,4390,149180,260380,89567383,1322190,90836800,1151450,64453150,373610,783624,183970,1397243,168570,1057455,203980,230305,212230,1753705,191520,7036246,102470,1784871,208300,5425695,13750,30450,127260,150010,2225097,121380,7179765,342240,1269417,25740,6338,4240,101965,35550,261374,22680,116400,112590,108235,12600,27941,9650,185589,480760,13282786,88890,714117,435940,3131554,34320,52988,429010,1132707,479590,4406120,105890,51504,377220,3160730,10060,37118,28140,22959,41140,67065,11010,110709,412500,4305613,82110,693082,6900,114619,1067950,61640123,1066990,11750328,29830,176644,40340,44577,484660,804720,50980,79681,38750,21367,109980,109517,94890,16337,279770,435582,25000,75487,155120,379144,69110,323707,78450,365186,49510,39709,1264640,13449814,190360,436956,162010,377395,162200,252247,94580,82734,29990,24422,938610,10945810,1009940,11605131,21950,42365,29230,160267,278950,1586003,1013600,3396257,995080,2852866,23980,543390
UT,1,15840,7930,6800,560,11810,2210,10480,4500,28780,6960,180,130,0,50,0,440,7180,-2524517,12250,-2505476,4730,188645,5890,41229,3050,37523,2730,27208,780,3316,5250,-117769,5220,233783,1120,17939,1890,28379,1020,90,497,20,59,4870,-689556,3800,19041,60,14,10,80,840,5249,90,478,590,619,690,2467,30,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,3174,50,3059,350,106,80,569,0,0,0,0,10,6,0,0,50,59,0,0,2010,5125,2620,18754,2760,17036,10,8,8080,53906,1650,2420,1190,1697,1180,2451,830,774,2050,2442,370,2606,2660,8471,110,256,40,343,1410,3162,7450,48562,7090,36612,440,11950
UT,2,172920,148240,12600,9960,146990,14040,66920,101430,134800,28010,5100,3710,50,1350,1500,15380,20380,893365,172920,915131,144570,787081,21480,8862,9930,11492,8990,7092,1240,877,20150,52677,9660,5931,5110,21460,10440,49250,610,1190,3141,360,1716,3880,-7875,20570,21766,170,32,20,206,1410,3639,300,895,2560,1753,2440,7132,120,203,5350,85298,3730,33196,1840,4658,2380,1450,3700,8598,5050,15461,970,551,2870,21652,70,400,170,68,410,798,130,192,3620,6836,1790,5279,80,545,24660,42319,25010,4787,10,5,1320,473,1190,179,590,17,0,0,350,82,90,24,110,40,30,7,15260,10322,7350,35264,7720,34376,130,80,150900,115858,39010,42295,34770,38013,11620,7663,9610,8225,5360,2895,24440,4608,40140,15416,0,0,0,0,12780,5386,144070,105846,143490,103917,710,1928
UT,3,250190,167110,40120,38300,222570,15620,107150,179860,385690,118820,7790,5540,130,2120,1710,42120,39910,4333475,250190,4389664,212940,3582915,34440,23469,15070,29460,13480,17913,4770,2977,33570,232854,14620,30950,12860,94590,29390,316852,1310,5870,21877,15030,28373,7740,28379,43030,56189,900,196,80,554,3430,8766,1330,3954,11110,7591,1580,4104,250,312,18040,278306,10760,81463,9110,13183,6970,5026,13020,27900,17680,48386,3760,1816,9970,68864,250,1310,560,402,1560,2881,250,448,13420,47751,4380,24197,260,1742,175880,1177784,176170,126949,90,107,9390,2901,56300,21335,1780,84,1470,457,24650,13878,19830,2998,10960,3670,420,160,27440,41873,23480,99551,24120,98550,13360,7187,235670,615621,70460,222820,60930,198448,52230,74718,23680,20349,11780,7263,142400,105614,165390,155700,20,38,20,69,28410,24742,214960,483665,214030,480366,1250,3299
UT,4,317270,154620,103330,51130,287110,17420,146600,227710,662010,243420,7170,5130,190,1850,1160,50140,53200,11544020,317270,11670497,281620,9775288,58790,42749,24630,54556,22220,34160,25900,15270,40820,282604,24580,68409,18740,188049,44330,795827,2540,9580,40349,39460,267237,14630,117393,71090,126477,4220,956,190,1639,5510,21134,4200,15634,30480,25798,1680,3468,700,1500,65520,1038090,22930,174606,53040,100304,10340,11859,51810,100670,65270,221795,15700,6598,45440,302219,1130,5098,2680,2770,8580,14464,550,1306,49130,207741,13920,100918,750,5428,299820,5670212,298940,701129,100,470,15520,10789,138810,120014,5320,409,7950,4315,32770,32480,52130,9622,75150,69110,3190,3529,28550,58719,23620,111416,25900,120184,22070,14608,309180,1251363,75700,168123,62520,138275,65660,111874,22970,20058,8000,8382,238130,581115,257820,657318,40,41,20,34,55140,77620,260290,667727,258540,660870,2390,6857
UT,5,201490,58580,121070,17580,182860,10690,101090,133550,537700,215280,2030,1040,90,900,30,21750,44340,12425979,201490,12568290,177820,10099733,60920,45530,26470,70398,24010,45785,43360,28662,34250,208571,26360,107234,18170,227715,39020,1007494,2460,6280,27794,32910,493628,15850,215679,63080,142311,5680,1348,290,3052,4720,26309,4600,20013,27710,27471,1730,3101,1030,3438,94920,1719390,21760,163368,87040,249142,6160,10777,82880,164831,94800,438617,22210,9707,75320,531746,1640,5776,4670,4307,13870,22832,770,1144,78520,422641,17210,120918,960,6169,200120,7384614,199600,1006314,230,689,7500,10416,104420,175601,6740,745,7880,4163,20260,23536,22850,3693,75810,129109,5650,11920,23160,46887,8450,44363,10570,56022,8410,8113,197800,1206798,3550,1298,2610,962,23750,41395,13340,11588,2270,2763,175130,830713,182880,891136,40,98,30,69,49710,105307,151230,417271,149270,409425,2590,7846
